"county20","county10","GEOID_TRACT_20","GEOID_TRACT_10","NAMELSAD_TRACT_20","NAMELSAD_TRACT_10","compareArea","same_tract_id","n_tract_20","n_tract_10","tract_change_cat"
"Fresno","Fresno","06019006301","06019006300","Census Tract 63.01","Census Tract 63","<",FALSE,2,2,"Split and Merge"
"Fresno","Fresno","06019006301","06019006602","Census Tract 63.01","Census Tract 66.02",">",FALSE,2,2,"Split and Merge"
"Fresno","Fresno","06019006302","06019006300","Census Tract 63.02","Census Tract 63","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006405","06019006405","Census Tract 64.05","Census Tract 64.05","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006406","06019006404","Census Tract 64.06","Census Tract 64.04","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006407","06019006404","Census Tract 64.07","Census Tract 64.04","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006408","06019006402","Census Tract 64.08","Census Tract 64.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006409","06019006402","Census Tract 64.09","Census Tract 64.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006410","06019006403","Census Tract 64.10","Census Tract 64.03","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006411","06019006403","Census Tract 64.11","Census Tract 64.03","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006501","06019006501","Census Tract 65.01","Census Tract 65.01","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006502","06019006502","Census Tract 65.02","Census Tract 65.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006602","06019006602","Census Tract 66.02","Census Tract 66.02","<",TRUE,1,2,"Split"
"Fresno","Fresno","06019006603","06019006603","Census Tract 66.03","Census Tract 66.03","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006605","06019006604","Census Tract 66.05","Census Tract 66.04","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006606","06019006604","Census Tract 66.06","Census Tract 66.04","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019006700","06019006700","Census Tract 67","Census Tract 67","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006802","06019006802","Census Tract 68.02","Census Tract 68.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019006900","06019006900","Census Tract 69","Census Tract 69","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007002","06019007002","Census Tract 70.02","Census Tract 70.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007003","06019007003","Census Tract 70.03","Census Tract 70.03","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007004","06019007004","Census Tract 70.04","Census Tract 70.04","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007101","06019007100","Census Tract 71.01","Census Tract 71","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019007102","06019007100","Census Tract 71.02","Census Tract 71","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019007202","06019007202","Census Tract 72.02","Census Tract 72.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007203","06019007201","Census Tract 72.03","Census Tract 72.01","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019007204","06019007201","Census Tract 72.04","Census Tract 72.01","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019007300","06019007300","Census Tract 73","Census Tract 73","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007400","06019007400","Census Tract 74","Census Tract 74","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007500","06019007500","Census Tract 75","Census Tract 75","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007600","06019007600","Census Tract 76","Census Tract 76","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007700","06019007700","Census Tract 77","Census Tract 77","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007801","06019007801","Census Tract 78.01","Census Tract 78.01","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007802","06019007802","Census Tract 78.02","Census Tract 78.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019007903","06019007901","Census Tract 79.03","Census Tract 79.01",">",FALSE,4,1,"Merge"
"Fresno","Fresno","06019007903","06019007902","Census Tract 79.03","Census Tract 79.02",">",FALSE,4,1,"Merge"
"Fresno","Fresno","06019007903","06019008000","Census Tract 79.03","Census Tract 80",">",FALSE,4,2,"Split and Merge"
"Fresno","Fresno","06019007903","06019008100","Census Tract 79.03","Census Tract 81",">",FALSE,4,3,"Split and Merge"
"Fresno","Fresno","06019008000","06019008000","Census Tract 80","Census Tract 80","<",TRUE,2,2,"Split and Merge"
"Fresno","Fresno","06019008000","06019008100","Census Tract 80","Census Tract 81",">",FALSE,2,3,"Split and Merge"
"Fresno","Fresno","06019008100","06019008100","Census Tract 81","Census Tract 81","<",TRUE,1,3,"Split"
"Fresno","Fresno","06019008200","06019008200","Census Tract 82","Census Tract 82","<",TRUE,1,2,"Split"
"Fresno","Fresno","06019008301","06019008301","Census Tract 83.01","Census Tract 83.01","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019008303","06019008302","Census Tract 83.03","Census Tract 83.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019008304","06019008302","Census Tract 83.04","Census Tract 83.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019008402","06019008402","Census Tract 84.02","Census Tract 84.02","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019008403","06019008401","Census Tract 84.03","Census Tract 84.01","<",FALSE,1,3,"Split"
"Fresno","Fresno","06019008404","06019008401","Census Tract 84.04","Census Tract 84.01","<",FALSE,1,3,"Split"
"Fresno","Fresno","06019008405","06019008401","Census Tract 84.05","Census Tract 84.01","<",FALSE,1,3,"Split"
"Fresno","Fresno","06019008501","06019008501","Census Tract 85.01","Census Tract 85.01","==",TRUE,1,1,"Unchanged"
"Fresno","Fresno","06019008503","06019008502","Census Tract 85.03","Census Tract 85.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019008504","06019008502","Census Tract 85.04","Census Tract 85.02","<",FALSE,1,2,"Split"
"Fresno","Fresno","06019008600","06019000800","Census Tract 86","Census Tract 8",">",FALSE,2,1,"Merge"
"Fresno","Fresno","06019008600","06019001900","Census Tract 86","Census Tract 19",">",FALSE,2,1,"Merge"
"Glenn","Glenn","06021010101","06021010100","Census Tract 101.01","Census Tract 101","<",FALSE,1,3,"Split"
"Glenn","Glenn","06021010102","06021010100","Census Tract 101.02","Census Tract 101","<",FALSE,2,3,"Split and Merge"
"Glenn","Glenn","06021010102","06021010200","Census Tract 101.02","Census Tract 102","<",FALSE,2,2,"Split and Merge"
"Glenn","Glenn","06021010200","06021010100","Census Tract 102","Census Tract 101",">",FALSE,2,3,"Split and Merge"
"Glenn","Glenn","06021010200","06021010200","Census Tract 102","Census Tract 102",">",TRUE,2,2,"Split and Merge"
"Glenn","Glenn","06021010300","06021010300","Census Tract 103","Census Tract 103","==",TRUE,1,1,"Unchanged"
"Glenn","Glenn","06021010401","06021010400","Census Tract 104.01","Census Tract 104","<",FALSE,1,2,"Split"
"Glenn","Glenn","06021010402","06021010400","Census Tract 104.02","Census Tract 104","<",FALSE,1,2,"Split"
"Glenn","Glenn","06021010501","06021010501","Census Tract 105.01","Census Tract 105.01",">",TRUE,2,1,"Merge"
"Glenn","Glenn","06021010501","06021010502","Census Tract 105.01","Census Tract 105.02","<",FALSE,2,2,"Split and Merge"
"Glenn","Glenn","06021010502","06021010502","Census Tract 105.02","Census Tract 105.02","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023000100","06023000100","Census Tract 1","Census Tract 1","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000200","06023000200","Census Tract 2","Census Tract 2","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000300","06023000300","Census Tract 3","Census Tract 3","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000400","06023000400","Census Tract 4","Census Tract 4","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000500","06023000500","Census Tract 5","Census Tract 5","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000600","06023000600","Census Tract 6","Census Tract 6","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000700","06023000700","Census Tract 7","Census Tract 7","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000800","06023000800","Census Tract 8","Census Tract 8","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023000900","06023000900","Census Tract 9","Census Tract 9","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023001001","06023001000","Census Tract 10.01","Census Tract 10","<",FALSE,1,3,"Split"
"Humboldt","Humboldt","06023001002","06023001000","Census Tract 10.02","Census Tract 10","<",FALSE,1,3,"Split"
"Humboldt","Humboldt","06023001102","06023001000","Census Tract 11.02","Census Tract 10",">",FALSE,2,3,"Split and Merge"
"Humboldt","Humboldt","06023001102","06023001101","Census Tract 11.02","Census Tract 11.01","<",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023001103","06023001101","Census Tract 11.03","Census Tract 11.01","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023001200","06023001200","Census Tract 12","Census Tract 12","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023001300","06023000900","Census Tract 13","Census Tract 9",">",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023001300","06023001300","Census Tract 13","Census Tract 13",">",TRUE,2,1,"Merge"
"Humboldt","Humboldt","06023010102","06023010102","Census Tract 101.02","Census Tract 101.02","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023010200","06023010102","Census Tract 102","Census Tract 101.02","<",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023010200","06023010200","Census Tract 102","Census Tract 102","<",TRUE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023010300","06023010300","Census Tract 103","Census Tract 103","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023010400","06023010200","Census Tract 104","Census Tract 102","<",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023010400","06023010400","Census Tract 104","Census Tract 104",">",TRUE,2,1,"Merge"
"Humboldt","Humboldt","06023010502","06023010502","Census Tract 105.02","Census Tract 105.02","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023010503","06023010501","Census Tract 105.03","Census Tract 105.01","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023010504","06023010501","Census Tract 105.04","Census Tract 105.01","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023010600","06023010600","Census Tract 106","Census Tract 106","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023010701","06023010700","Census Tract 107.01","Census Tract 107","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023010702","06023010700","Census Tract 107.02","Census Tract 107","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023010800","06023010800","Census Tract 108","Census Tract 108",">",TRUE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023010800","06023010901","Census Tract 108","Census Tract 109.01",">",FALSE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023010800","06023011000","Census Tract 108","Census Tract 110",">",FALSE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023010901","06023010901","Census Tract 109.01","Census Tract 109.01","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023010902","06023010902","Census Tract 109.02","Census Tract 109.02",">",TRUE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023010902","06023011100","Census Tract 109.02","Census Tract 111",">",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023011000","06023010800","Census Tract 110","Census Tract 108","<",FALSE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023011000","06023010902","Census Tract 110","Census Tract 109.02","<",FALSE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023011000","06023011000","Census Tract 110","Census Tract 110",">",TRUE,3,2,"Split and Merge"
"Humboldt","Humboldt","06023011100","06023011100","Census Tract 111","Census Tract 111","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023011200","06023011200","Census Tract 112","Census Tract 112","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023011501","06023011500","Census Tract 115.01","Census Tract 115","<",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023011501","06023011600","Census Tract 115.01","Census Tract 116","<",FALSE,2,2,"Split and Merge"
"Humboldt","Humboldt","06023011502","06023011500","Census Tract 115.02","Census Tract 115","<",FALSE,1,2,"Split"
"Humboldt","Humboldt","06023011600","06023011600","Census Tract 116","Census Tract 116","<",TRUE,1,2,"Split"
"Humboldt","Humboldt","06023940000","06023940000","Census Tract 9400","Census Tract 9400","==",TRUE,1,1,"Unchanged"
"Humboldt","Humboldt","06023990100","06023990100","Census Tract 9901","Census Tract 9901","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010101","06025010101","Census Tract 101.01","Census Tract 101.01","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010102","06025010102","Census Tract 101.02","Census Tract 101.02","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010200","06025010200","Census Tract 102","Census Tract 102","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010300","06025010300","Census Tract 103","Census Tract 103",">",TRUE,3,3,"Split and Merge"
"Imperial","Imperial","06025010300","06025010600","Census Tract 103","Census Tract 106",">",FALSE,3,2,"Split and Merge"
"Imperial","Imperial","06025010300","06025010700","Census Tract 103","Census Tract 107",">",FALSE,3,2,"Split and Merge"
"Imperial","Imperial","06025010401","06025010400","Census Tract 104.01","Census Tract 104","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025010402","06025010400","Census Tract 104.02","Census Tract 104","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025010500","06025010500","Census Tract 105","Census Tract 105","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010600","06025010300","Census Tract 106","Census Tract 103","<",FALSE,2,3,"Split and Merge"
"Imperial","Imperial","06025010600","06025010600","Census Tract 106","Census Tract 106","<",TRUE,2,2,"Split and Merge"
"Imperial","Imperial","06025010700","06025010300","Census Tract 107","Census Tract 103","<",FALSE,2,3,"Split and Merge"
"Imperial","Imperial","06025010700","06025010700","Census Tract 107","Census Tract 107","<",TRUE,2,2,"Split and Merge"
"Imperial","Imperial","06025010800","06025010800","Census Tract 108","Census Tract 108","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025010900","06025010900","Census Tract 109","Census Tract 109","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011001","06025011000","Census Tract 110.01","Census Tract 110","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025011002","06025011000","Census Tract 110.02","Census Tract 110","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025011100","06025011100","Census Tract 111","Census Tract 111","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011201","06025011201","Census Tract 112.01","Census Tract 112.01",">",TRUE,2,1,"Merge"
"Imperial","Imperial","06025011201","06025011500","Census Tract 112.01","Census Tract 115",">",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025011202","06025011202","Census Tract 112.02","Census Tract 112.02","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011301","06025011300","Census Tract 113.01","Census Tract 113","<",FALSE,1,3,"Split"
"Imperial","Imperial","06025011302","06025011300","Census Tract 113.02","Census Tract 113","<",FALSE,1,3,"Split"
"Imperial","Imperial","06025011303","06025011300","Census Tract 113.03","Census Tract 113","<",FALSE,1,3,"Split"
"Imperial","Imperial","06025011400","06025011400","Census Tract 114","Census Tract 114","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011500","06025011500","Census Tract 115","Census Tract 115","<",TRUE,1,2,"Split"
"Imperial","Imperial","06025011600","06025011600","Census Tract 116","Census Tract 116","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011700","06025011700","Census Tract 117","Census Tract 117","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011801","06025011801","Census Tract 118.01","Census Tract 118.01","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011802","06025011802","Census Tract 118.02","Census Tract 118.02","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011803","06025011803","Census Tract 118.03","Census Tract 118.03","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025011901","06025011900","Census Tract 119.01","Census Tract 119","<",FALSE,1,5,"Split"
"Imperial","Imperial","06025011902","06025011900","Census Tract 119.02","Census Tract 119","<",FALSE,1,5,"Split"
"Imperial","Imperial","06025011903","06025011900","Census Tract 119.03","Census Tract 119","<",FALSE,1,5,"Split"
"Imperial","Imperial","06025012001","06025012001","Census Tract 120.01","Census Tract 120.01","<",TRUE,1,2,"Split"
"Imperial","Imperial","06025012003","06025012002","Census Tract 120.03","Census Tract 120.02","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025012004","06025012001","Census Tract 120.04","Census Tract 120.01",">",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025012004","06025012002","Census Tract 120.04","Census Tract 120.02","<",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025012101","06025012100","Census Tract 121.01","Census Tract 121","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025012102","06025012100","Census Tract 121.02","Census Tract 121","<",FALSE,1,2,"Split"
"Imperial","Imperial","06025012201","06025011900","Census Tract 122.01","Census Tract 119","<",FALSE,2,5,"Split and Merge"
"Imperial","Imperial","06025012201","06025012200","Census Tract 122.01","Census Tract 122","<",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025012202","06025011900","Census Tract 122.02","Census Tract 119","<",FALSE,2,5,"Split and Merge"
"Imperial","Imperial","06025012202","06025012200","Census Tract 122.02","Census Tract 122","<",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025012301","06025012301","Census Tract 123.01","Census Tract 123.01","<",TRUE,1,2,"Split"
"Imperial","Imperial","06025012302","06025012301","Census Tract 123.02","Census Tract 123.01","<",FALSE,2,2,"Split and Merge"
"Imperial","Imperial","06025012302","06025012302","Census Tract 123.02","Census Tract 123.02",">",TRUE,2,1,"Merge"
"Imperial","Imperial","06025012400","06025012400","Census Tract 124","Census Tract 124","==",TRUE,1,1,"Unchanged"
"Imperial","Imperial","06025940000","06025940000","Census Tract 9400","Census Tract 9400","==",TRUE,1,1,"Unchanged"
"Inyo","Inyo","06027000100","06027000100","Census Tract 1","Census Tract 1",">",TRUE,2,1,"Merge"
"Inyo","Inyo","06027000100","06027000400","Census Tract 1","Census Tract 4",">",FALSE,2,2,"Split and Merge"
"Inyo","Inyo","06027000200","06027000200","Census Tract 2","Census Tract 2","==",TRUE,1,1,"Unchanged"
"Inyo","Inyo","06027000300","06027000300","Census Tract 3","Census Tract 3","==",TRUE,1,1,"Unchanged"
"Inyo","Inyo","06027000400","06027000400","Census Tract 4","Census Tract 4","<",TRUE,1,2,"Split"
"Inyo","Inyo","06027000500","06027000500","Census Tract 5","Census Tract 5","==",TRUE,1,1,"Unchanged"
"Inyo","Inyo","06027000800","06027000800","Census Tract 8","Census Tract 8",">",TRUE,3,4,"Split and Merge"
"Inyo","Kern","06027000800","06029005201","Census Tract 8","Census Tract 52.01",">",FALSE,3,6,"Split and Merge"
"Inyo","Kern","06027000800","06029005300","Census Tract 8","Census Tract 53",">",FALSE,3,5,"Split and Merge"
"Kern","Kern","06029000102","06029000102","Census Tract 1.02","Census Tract 1.02","<",TRUE,1,2,"Split"
"Kern","Kern","06029000103","06029000101","Census Tract 1.03","Census Tract 1.01","<",FALSE,1,6,"Split"
"Kern","Kern","06029000104","06029000101","Census Tract 1.04","Census Tract 1.01","<",FALSE,1,6,"Split"
"Kern","Kern","06029000105","06029000101","Census Tract 1.05","Census Tract 1.01","<",FALSE,1,6,"Split"
"Kern","Kern","06029000106","06029000101","Census Tract 1.06","Census Tract 1.01","<",FALSE,1,6,"Split"
"Kern","Kern","06029000201","06029000101","Census Tract 2.01","Census Tract 1.01","<",FALSE,3,6,"Split and Merge"
"Kern","Kern","06029000201","06029000102","Census Tract 2.01","Census Tract 1.02","<",FALSE,3,2,"Split and Merge"
"Kern","Kern","06029000201","06029000200","Census Tract 2.01","Census Tract 2","<",FALSE,3,2,"Split and Merge"
"Kern","Kern","06029000202","06029000101","Census Tract 2.02","Census Tract 1.01","<",FALSE,2,6,"Split and Merge"
"Kern","Kern","06029000202","06029000200","Census Tract 2.02","Census Tract 2","<",FALSE,2,2,"Split and Merge"
"Kern","Kern","06029000300","06029000300","Census Tract 3","Census Tract 3","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000400","06029000400","Census Tract 4","Census Tract 4","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000504","06029000503","Census Tract 5.04","Census Tract 5.03","<",FALSE,2,5,"Split and Merge"
"Kern","Kern","06029000504","06029000504","Census Tract 5.04","Census Tract 5.04",">",TRUE,2,1,"Merge"
"Kern","Kern","06029000505","06029000505","Census Tract 5.05","Census Tract 5.05","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000506","06029000506","Census Tract 5.06","Census Tract 5.06","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000507","06029000507","Census Tract 5.07","Census Tract 5.07","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000508","06029000503","Census Tract 5.08","Census Tract 5.03","<",FALSE,1,5,"Split"
"Kern","Kern","06029000509","06029000503","Census Tract 5.09","Census Tract 5.03","<",FALSE,1,5,"Split"
"Kern","Kern","06029000510","06029000503","Census Tract 5.10","Census Tract 5.03","<",FALSE,1,5,"Split"
"Kern","Kern","06029000601","06029000600","Census Tract 6.01","Census Tract 6","<",FALSE,1,4,"Split"
"Kern","Kern","06029000602","06029000600","Census Tract 6.02","Census Tract 6","<",FALSE,1,4,"Split"
"Kern","Kern","06029000603","06029000600","Census Tract 6.03","Census Tract 6","<",FALSE,3,4,"Split and Merge"
"Kern","Kern","06029000603","06029001300","Census Tract 6.03","Census Tract 13",">",FALSE,3,3,"Split and Merge"
"Kern","Kern","06029000603","06029001600","Census Tract 6.03","Census Tract 16","<",FALSE,3,2,"Split and Merge"
"Kern","Kern","06029000701","06029000700","Census Tract 7.01","Census Tract 7","<",FALSE,1,2,"Split"
"Kern","Kern","06029000702","06029000700","Census Tract 7.02","Census Tract 7","<",FALSE,1,2,"Split"
"Kern","Kern","06029000800","06029000800","Census Tract 8","Census Tract 8","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000902","06029000902","Census Tract 9.02","Census Tract 9.02","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000903","06029000903","Census Tract 9.03","Census Tract 9.03","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000904","06029000904","Census Tract 9.04","Census Tract 9.04","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000905","06029000905","Census Tract 9.05","Census Tract 9.05","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000906","06029000906","Census Tract 9.06","Census Tract 9.06","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000907","06029000907","Census Tract 9.07","Census Tract 9.07","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029000908","06029000908","Census Tract 9.08","Census Tract 9.08",">",TRUE,2,1,"Merge"
"Kern","Kern","06029000908","06029000909","Census Tract 9.08","Census Tract 9.09","<",FALSE,2,2,"Split and Merge"
"Kern","Kern","06029000909","06029000909","Census Tract 9.09","Census Tract 9.09","<",TRUE,1,2,"Split"
"Kern","Kern","06029000911","06029000910","Census Tract 9.11","Census Tract 9.10","<",FALSE,1,6,"Split"
"Kern","Kern","06029000912","06029000910","Census Tract 9.12","Census Tract 9.10","<",FALSE,1,6,"Split"
"Kern","Kern","06029000913","06029000910","Census Tract 9.13","Census Tract 9.10","<",FALSE,1,6,"Split"
"Kern","Kern","06029000914","06029000910","Census Tract 9.14","Census Tract 9.10","<",FALSE,3,6,"Split and Merge"
"Kern","Kern","06029000914","06029005103","Census Tract 9.14","Census Tract 51.03","<",FALSE,3,2,"Split and Merge"
"Kern","Kern","06029000914","06029005104","Census Tract 9.14","Census Tract 51.04","<",FALSE,3,4,"Split and Merge"
"Kern","Kern","06029001001","06029001000","Census Tract 10.01","Census Tract 10","<",FALSE,2,3,"Split and Merge"
"Kern","Kern","06029001001","06029005104","Census Tract 10.01","Census Tract 51.04","<",FALSE,2,4,"Split and Merge"
"Kern","Kern","06029001002","06029001000","Census Tract 10.02","Census Tract 10","<",FALSE,1,3,"Split"
"Kern","Kern","06029001003","06029001000","Census Tract 10.03","Census Tract 10","<",FALSE,1,3,"Split"
"Kern","Kern","06029001101","06029001101","Census Tract 11.01","Census Tract 11.01","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001104","06029001102","Census Tract 11.04","Census Tract 11.02","<",FALSE,1,2,"Split"
"Kern","Kern","06029001105","06029001102","Census Tract 11.05","Census Tract 11.02","<",FALSE,1,2,"Split"
"Kern","Kern","06029001106","06029001103","Census Tract 11.06","Census Tract 11.03","<",FALSE,1,2,"Split"
"Kern","Kern","06029001107","06029001103","Census Tract 11.07","Census Tract 11.03","<",FALSE,1,2,"Split"
"Kern","Kern","06029001201","06029001201","Census Tract 12.01","Census Tract 12.01","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001202","06029001202","Census Tract 12.02","Census Tract 12.02","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001301","06029001300","Census Tract 13.01","Census Tract 13","<",FALSE,1,3,"Split"
"Kern","Kern","06029001302","06029001300","Census Tract 13.02","Census Tract 13","<",FALSE,1,3,"Split"
"Kern","Kern","06029001401","06029001400","Census Tract 14.01","Census Tract 14","<",FALSE,1,2,"Split"
"Kern","Kern","06029001402","06029001400","Census Tract 14.02","Census Tract 14","<",FALSE,1,2,"Split"
"Kern","Kern","06029001500","06029001500","Census Tract 15","Census Tract 15","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001600","06029000600","Census Tract 16","Census Tract 6","<",FALSE,2,4,"Split and Merge"
"Kern","Kern","06029001600","06029001600","Census Tract 16","Census Tract 16",">",TRUE,2,2,"Split and Merge"
"Kern","Kern","06029001700","06029001700","Census Tract 17","Census Tract 17","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001801","06029001801","Census Tract 18.01","Census Tract 18.01","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001803","06029001802","Census Tract 18.03","Census Tract 18.02","<",FALSE,1,2,"Split"
"Kern","Kern","06029001804","06029001802","Census Tract 18.04","Census Tract 18.02","<",FALSE,1,2,"Split"
"Kern","Kern","06029001901","06029001901","Census Tract 19.01","Census Tract 19.01","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029001902","06029001902","Census Tract 19.02","Census Tract 19.02","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029002001","06029002000","Census Tract 20.01","Census Tract 20","<",FALSE,1,2,"Split"
"Kern","Kern","06029002002","06029002000","Census Tract 20.02","Census Tract 20","<",FALSE,1,2,"Split"
"Kern","Kern","06029002100","06029002100","Census Tract 21","Census Tract 21","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029002201","06029002200","Census Tract 22.01","Census Tract 22","<",FALSE,1,2,"Split"
"Kern","Kern","06029002202","06029002200","Census Tract 22.02","Census Tract 22","<",FALSE,1,2,"Split"
"Kern","Kern","06029002302","06029002302","Census Tract 23.02","Census Tract 23.02","==",TRUE,1,1,"Unchanged"
"Kern","Kern","06029002303","06029002301","Census Tract 23.03","Census Tract 23.01","<",FALSE,1,3,"Split"
